nx,ny,lat,lon,sand,silt,clay,slope,elev,MAT,MAP,pH,tot_OC,tot_N,s_type2_Acrisol,s_type2_Alisol,s_type2_Andosols,s_type2_Arenosol,s_type2_Cambisol,s_type2_Ferralsol,s_type2_Fluvisols,s_type2_Gleysol,s_type2_Lixisol,s_type2_Luvisol,s_type2_Nitisols,s_type2_Plinthosol,s_type2_Podzol,s_type2_Regosol,s_type2_Umbrisol
232,209,14.7500,-63.7500,0.7468,0.0776,0.1756,0.1371,175.8130,25.5694,1542.8334,6.1960,0.5594,0.0557,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
233,209,14.7500,-63.2500,0.7116,0.0512,0.2372,0.3507,187.6044,25.2361,1375.7222,5.0520,0.4516,0.0469,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
234,209,14.7500,-62.7500,0.7184,0.0493,0.2323,0.6060,232.0217,24.9611,1285.0834,4.9650,0.3438,0.0381,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
235,209,14.7500,-62.2500,0.7100,0.0500,0.2400,0.4114,217.7786,24.6278,1274.6666,5.0000,0.4783,0.0495,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
236,209,14.7500,-61.7500,0.7100,0.0500,0.2400,0.4723,228.6156,24.2611,1310.9166,5.0000,0.3926,0.0417,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
237,209,14.7500,-61.2500,0.7292,0.0484,0.2224,0.5295,246.2286,24.2194,1362.0278,4.9200,0.6591,0.0693,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
238,209,14.7500,-60.7500,0.6272,0.0660,0.3068,0.4281,200.9108,23.5750,1420.3334,4.8340,0.6567,0.0650,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
239,209,14.7500,-60.2500,0.6271,0.1678,0.2051,1.6968,486.2939,23.1444,1460.4166,4.3740,0.7091,0.0668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
240,209,14.7500,-59.7500,0.7237,0.1016,0.1747,1.5024,305.4847,23.8222,1500.0000,4.5760,0.7555,0.0733,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
241,209,14.7500,-59.2500,0.7445,0.0770,0.1785,1.7215,391.9861,23.0583,1582.0834,4.3850,0.6694,0.0613,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
242,209,14.7500,-58.7500,0.7071,0.1246,0.1683,1.1356,654.1328,22.9194,1570.3889,4.9630,0.6677,0.0609,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
243,209,14.7500,-58.2500,0.6965,0.1092,0.1943,1.1391,611.6844,23.6833,1601.3611,4.9350,0.6832,0.0646,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
244,209,14.7500,-57.7500,0.4903,0.1876,0.3221,1.2087,415.4142,25.3444,1787.6945,5.3290,0.4187,0.0515,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
245,209,14.7500,-57.2500,0.6841,0.1160,0.1999,0.8533,279.4292,25.4833,1761.4166,5.3170,0.5005,0.0605,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
246,209,14.7500,-56.7500,0.6324,0.2040,0.1636,0.8118,253.6031,25.4611,1605.2222,4.7640,0.6955,0.0715,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
247,209,14.7500,-56.2500,0.7069,0.1366,0.1565,1.7107,297.6400,24.6944,1481.9166,4.4460,0.6740,0.0652,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
248,209,14.7500,-55.7500,0.7523,0.1115,0.1362,1.0321,291.7736,24.5028,1536.0834,4.4920,0.4863,0.0491,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
249,209,14.7500,-55.2500,0.7112,0.1466,0.1422,1.4596,383.1558,23.8583,1619.3889,4.5480,0.3494,0.0382,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250,209,14.7500,-54.7500,0.7054,0.1510,0.1436,0.8834,451.6242,23.1389,1720.6389,4.5460,0.6041,0.0509,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
251,209,14.7500,-54.2500,0.8106,0.0966,0.0928,1.2771,599.9169,22.3556,1890.7778,4.6230,0.6270,0.0516,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
252,209,14.7500,-53.7500,0.9100,0.0400,0.0500,1.0084,610.5761,22.6694,1961.3334,4.7000,0.6270,0.0516,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
253,209,14.7500,-53.2500,0.8812,0.0496,0.0692,1.0858,537.8539,23.2917,1768.0278,4.8120,0.6171,0.0511,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
254,209,14.7500,-52.7500,0.8164,0.0712,0.1124,1.1640,424.1525,24.0500,1612.7500,5.0640,0.3488,0.0391,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
255,209,14.7500,-52.2500,0.7729,0.1033,0.1238,1.0436,367.7664,25.0306,1518.1945,5.2900,0.5470,0.0597,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
256,209,14.7500,-51.7500,0.7582,0.1471,0.0947,0.3022,275.1508,25.6972,1522.8611,5.2870,0.8563,0.0918,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
257,209,14.7500,-51.2500,0.3028,0.3184,0.3788,0.1017,259.4661,26.0000,1559.5555,5.1670,0.8388,0.0901,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
258,209,14.7500,-50.7500,0.4524,0.1934,0.3542,0.1757,255.0978,26.0861,1602.6111,5.1730,0.6886,0.0720,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
259,209,14.7500,-50.2500,0.5403,0.1208,0.3389,0.5572,301.6505,25.7389,1600.4166,5.3010,0.6289,0.0561,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
260,209,14.7500,-49.7500,0.5188,0.2006,0.2806,1.3365,432.4925,24.9778,1694.8611,5.4440,0.5982,0.0572,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
261,209,14.7500,-49.2500,0.3609,0.2717,0.3674,1.9284,587.1830,24.7333,1675.3334,5.6970,0.8024,0.0791,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
262,209,14.7500,-48.7500,0.4878,0.2115,0.3007,1.5542,567.3256,24.5861,1579.5555,5.4440,0.6909,0.0682,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
263,209,14.7500,-48.2500,0.4304,0.3018,0.2678,2.2284,689.6911,23.3944,1562.4166,5.2640,0.5707,0.0583,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
264,209,14.7500,-47.7500,0.0997,0.5666,0.3337,2.7111,916.4217,22.2750,1567.8055,4.9400,0.5957,0.0553,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
265,209,14.7500,-47.2500,0.7143,0.1111,0.1746,2.3166,895.6847,24.5639,1415.3055,5.2720,0.5565,0.0482,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
266,209,14.7500,-46.7500,0.5691,0.0904,0.3405,0.5245,497.2633,24.4861,1291.4722,5.2160,0.5088,0.0488,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
216,210,15.2500,-71.7500,0.5700,0.2400,0.1900,3.9812,4758.2275,2.4333,724.4722,4.7000,1.6724,0.1455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
222,210,15.2500,-68.7500,0.2552,0.5638,0.1810,8.1870,4176.5967,13.0694,982.7778,5.2600,0.7310,0.0832,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000
223,210,15.2500,-68.2500,0.3861,0.4254,0.1885,11.4258,1915.2828,21.3278,1369.3611,5.9310,0.9843,0.0961,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000
224,210,15.2500,-67.7500,0.2784,0.4572,0.2644,6.5434,1129.4926,23.0556,1615.4445,6.2360,0.8844,0.0944,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000
225,210,15.2500,-67.2500,0.2292,0.4551,0.3157,5.5337,641.8428,23.8139,1791.0834,5.8180,0.7302,0.0750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000
226,210,15.2500,-66.7500,0.2313,0.4285,0.3402,2.9333,465.0989,25.0222,1908.6666,5.4500,0.7274,0.0709,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
227,210,15.2500,-66.2500,0.2448,0.4063,0.3489,0.3393,240.5447,25.1000,2053.6389,5.4500,0.7887,0.0727,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
228,210,15.2500,-65.7500,0.3460,0.4340,0.2200,0.1710,183.4264,25.0639,2132.9167,5.1200,1.3138,0.1174,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
229,210,15.2500,-65.2500,0.5784,0.2516,0.1700,0.1195,164.8836,25.2750,2183.1389,5.5720,1.2926,0.1176,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
230,210,15.2500,-64.7500,0.5916,0.2384,0.1700,0.0986,161.4772,25.5944,2134.1667,5.6280,1.1225,0.1194,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
231,210,15.2500,-64.2500,0.5322,0.2978,0.1700,0.0882,164.8856,25.6222,1914.7778,5.3760,1.2223,0.1109,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
232,210,15.2500,-63.7500,0.7397,0.0896,0.1707,0.1560,180.5939,25.5333,1593.9445,6.2450,0.5863,0.0579,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
233,210,15.2500,-63.2500,0.7012,0.0632,0.2356,0.2396,195.0794,25.3444,1305.9722,5.2420,0.3438,0.0381,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
234,210,15.2500,-62.7500,0.6932,0.0605,0.2463,0.6137,269.7075,24.7778,1174.1389,5.0700,0.3572,0.0394,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
235,210,15.2500,-62.2500,0.6646,0.0839,0.2515,0.6914,281.4408,24.4694,1177.4722,5.1930,0.4040,0.0440,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
236,210,15.2500,-61.7500,0.7002,0.0563,0.2435,0.5758,275.9567,24.1944,1218.0278,5.0350,0.5552,0.0567,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
237,210,15.2500,-61.2500,0.7100,0.0500,0.2400,0.6482,280.1369,24.0778,1267.3055,5.0000,0.4423,0.0444,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
238,210,15.2500,-60.7500,0.7279,0.0489,0.2232,0.4080,217.8747,24.2361,1318.8334,4.9230,0.6083,0.0629,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
239,210,15.2500,-60.2500,0.7139,0.1130,0.1731,0.4812,223.1050,24.2083,1373.0278,4.5870,0.6244,0.0646,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
240,210,15.2500,-59.7500,0.6477,0.1170,0.2353,0.7165,244.0644,24.4833,1436.6389,4.9910,0.6729,0.0694,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
241,210,15.2500,-59.2500,0.7068,0.1339,0.1593,0.7646,250.7867,24.3028,1524.5000,5.0650,0.6753,0.0644,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
242,210,15.2500,-58.7500,0.6411,0.2086,0.1503,1.2693,396.2878,24.1528,1534.6945,5.9830,0.6231,0.0583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
243,210,15.2500,-58.2500,0.7506,0.1224,0.1270,1.3993,399.6667,24.7139,1554.5278,5.5990,0.6707,0.0653,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
244,210,15.2500,-57.7500,0.8009,0.0914,0.1077,1.4665,289.0439,25.6750,1586.6389,5.2770,0.4653,0.0517,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
245,210,15.2500,-57.2500,0.6777,0.1992,0.1231,0.4539,190.9567,25.5778,1508.7222,5.0310,0.5786,0.0620,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
246,210,15.2500,-56.7500,0.6587,0.1756,0.1657,1.5283,260.3350,24.4861,1369.9722,4.4990,0.6830,0.0665,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
247,210,15.2500,-56.2500,0.6985,0.1051,0.1964,0.9704,253.4400,24.2833,1307.1945,4.5420,0.6237,0.0589,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
248,210,15.2500,-55.7500,0.8957,0.0455,0.0588,1.7466,363.1358,24.0333,1492.7778,4.6780,0.5763,0.0516,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
249,210,15.2500,-55.2500,0.9100,0.0400,0.0500,1.5375,446.3464,23.0944,1657.4445,4.7000,0.5279,0.0468,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250,210,15.2500,-54.7500,0.9100,0.0400,0.0500,1.2645,678.0011,22.2528,1770.0278,4.7000,0.5973,0.0502,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
251,210,15.2500,-54.2500,0.9100,0.0400,0.0500,0.7637,666.8353,22.2222,1831.1111,4.7000,0.6270,0.0516,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
252,210,15.2500,-53.7500,0.9100,0.0400,0.0500,0.4605,594.6981,22.3972,1834.5555,4.7000,0.6270,0.0516,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
253,210,15.2500,-53.2500,0.9100,0.0400,0.0500,0.8100,531.6939,23.0889,1725.1945,4.7000,0.5576,0.0483,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
254,210,15.2500,-52.7500,0.9063,0.0408,0.0529,1.0597,426.4447,23.2528,1655.0278,4.7060,0.3203,0.0380,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
255,210,15.2500,-52.2500,0.7417,0.0949,0.1634,1.9094,583.3834,24.3417,1588.8334,5.0990,0.5525,0.0601,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
256,210,15.2500,-51.7500,0.5166,0.1973,0.2861,0.5214,307.9458,25.6972,1529.5555,5.1640,0.7949,0.0858,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
257,210,15.2500,-51.2500,0.4594,0.1882,0.3524,0.1433,276.1058,25.9583,1534.8334,5.1760,0.5908,0.0641,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
258,210,15.2500,-50.7500,0.5322,0.1266,0.3412,0.3630,285.5878,25.8306,1597.0000,5.2880,0.6394,0.0615,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
259,210,15.2500,-50.2500,0.5299,0.1204,0.3497,0.8032,345.0956,25.0972,1727.2778,5.3030,0.5370,0.0512,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
260,210,15.2500,-49.7500,0.3552,0.2171,0.4277,1.5938,616.9353,24.2667,1704.5000,5.5930,0.7441,0.0775,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
261,210,15.2500,-49.2500,0.2732,0.3912,0.3356,1.4941,619.3939,24.2250,1566.8889,5.3510,0.7248,0.0752,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
262,210,15.2500,-48.7500,0.2308,0.4624,0.3068,1.8038,689.4205,24.1361,1456.9445,5.0800,0.6252,0.0608,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
263,210,15.2500,-48.2500,0.0556,0.5896,0.3548,1.5653,697.0292,23.5417,1393.2222,4.9160,0.5818,0.0575,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
264,210,15.2500,-47.7500,0.3233,0.3049,0.3718,1.6283,796.2339,22.4167,1420.0834,5.1360,0.5319,0.0525,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
265,210,15.2500,-47.2500,0.5212,0.0928,0.3860,2.2880,863.5589,23.5444,1486.3055,5.3000,0.5765,0.0493,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
266,210,15.2500,-46.7500,0.4300,0.1000,0.4700,1.9878,785.9275,22.4889,1404.1111,5.3000,0.5664,0.0507,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
224,211,15.7500,-67.7500,0.2795,0.4992,0.2213,9.5781,1517.0261,21.8694,1431.0000,5.8490,0.9520,0.0945,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000
225,211,15.7500,-67.2500,0.3000,0.4484,0.2516,7.3218,1085.6150,22.2611,1702.4445,6.2760,0.8532,0.0831,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000
226,211,15.7500,-66.7500,0.2676,0.4344,0.2980,6.2509,954.5994,23.1944,2040.3055,5.8080,0.7512,0.0751,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
227,211,15.7500,-66.2500,0.3472,0.3462,0.3066,2.4632,473.3167,24.9750,2401.2500,5.1800,0.6619,0.0727,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
228,211,15.7500,-65.7500,0.5800,0.2318,0.1882,0.3014,223.1286,25.2667,2637.0833,5.6220,0.9838,0.1188,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
229,211,15.7500,-65.2500,0.7467,0.0833,0.1700,0.1150,178.2217,25.3639,2722.7222,6.2860,1.1544,0.1191,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
230,211,15.7500,-64.7500,0.7500,0.0800,0.1700,0.1096,170.8650,25.4167,2581.8333,6.3000,1.0800,0.1199,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
231,211,15.7500,-64.2500,0.6543,0.1757,0.1700,0.1675,180.4739,25.4361,2185.6667,5.8940,0.6914,0.0842,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
232,211,15.7500,-63.7500,0.6081,0.2219,0.1700,0.1504,186.0842,25.4222,1677.0278,5.6980,0.4516,0.0469,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
233,211,15.7500,-63.2500,0.7183,0.0785,0.2032,0.2085,200.4581,25.4111,1224.7778,5.8030,0.3438,0.0381,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
234,211,15.7500,-62.7500,0.6560,0.0842,0.2598,0.5277,240.7386,24.6361,1067.8889,5.2100,0.4176,0.0435,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
235,211,15.7500,-62.2500,0.5812,0.1328,0.2860,0.9809,389.0728,23.9056,1125.1945,5.4600,0.5198,0.0543,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
236,211,15.7500,-61.7500,0.6862,0.0653,0.2485,0.7138,381.8936,23.6889,1156.8055,5.0850,0.5285,0.0529,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
237,211,15.7500,-61.2500,0.7100,0.0500,0.2400,0.7380,367.3195,23.7778,1197.6389,5.0000,0.5150,0.0540,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
238,211,15.7500,-60.7500,0.7124,0.0498,0.2378,0.7914,284.5303,24.0194,1267.4722,4.9900,0.5871,0.0615,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
239,211,15.7500,-60.2500,0.7077,0.1066,0.1857,0.6170,255.9564,24.3972,1370.2222,4.9420,0.6186,0.0645,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
